image_path,label,category,description
test/high_0029.png,1,data_table,Data table with grid
test/high_0030.png,1,data_table,Data table with grid
test/high_0031.png,1,data_table,Data table with grid
test/high_0032.png,1,data_table,Data table with grid
test/high_0033.png,1,data_table,Data table with grid
test/high_0034.png,1,line_graph_axes,Line graph WITH axes (may lack exact values)
test/high_0035.png,1,data_table,Data table with grid
test/high_0036.png,1,data_table,Data table with grid
test/high_0037.png,1,bar_chart_axes,Bar chart with axes
test/high_0038.png,1,data_table,Data table with grid
test/high_0039.png,1,bar_chart_axes,Bar chart with axes
test/high_0040.png,1,bar_chart_axes,Bar chart with axes
test/high_0041.png,1,data_table,Data table with grid
test/high_0042.png,1,data_table,Data table with grid
test/high_0043.png,1,bar_chart_axes,Bar chart with axes
test/high_0044.png,1,technical_diagram,Technical diagram with components
